sb	name	pv	pos_peak	pos_avg	pos_ngy	neg_peak	neg_avg	neg_cnt	neg_ngy	mwh 	mw1	max pw	trxno	lat+long	DT	MT	E5:GWh	E2:GWh	SPP	VSPP	REPL
PBB	เพชรบุรี 2	เพชรบุรี	43.06	19.579792	81012.73	14.33	6.366013	14877	14074.045	23	11.5	50	1	https://maps.google.com/?q=13.0127,100.0500	1374	42494	609	543	0	2	0
CDO	เชียงดาว	เชียงใหม่	28.53	9.781777	42830	5.02	3.082581	124	95.56001	0	0	50	1	https://maps.google.com/?q=19.3441,98.9604	1079	46318	204	181	0	0	0
CEA	จอมทอง	เชียงใหม่	0	0	0	0	0	0	0	0	0	50	2	https://maps.google.com/?q=18.4384,98.6895	1674	63027	2507	2240	0	0	0
CGA	ไชยปราการ	เชียงใหม่	0	0	0	0	0	0	0	0	0	50	1	https://maps.google.com/?q=19.7716,99.1607	709	27895	217	193	0	0	0
CMA	เชียงใหม่ 1	เชียงใหม่	102.96	32.78582	143600.36	2.47	2.47	2	0.6175	0	0	100	2	https://maps.google.com/?q=18.7679,99.0089	1490	43715	1066	947	0	0	0
CMB	เชียงใหม่ 2	เชียงใหม่	99.49	36.934723	161774.1	0	0	0	0	0	0	100	2	https://maps.google.com/?q=18.8116,98.9994	1581	36450	1113	990	0	0	0
CMC	เชียงใหม่ 3	เชียงใหม่	98.14	31.778532	139189.95	0	0	0	0	0	0	100	2	https://maps.google.com/?q=18.7179,98.9429	1498	46097	654	577	0	0	0
CMD	เชียงใหม่ 4	เชียงใหม่	91.53	29.04545	127213.6	6.09	5.79	7	2.0525	0	0	100	2	https://maps.google.com/?q=18.7971,98.9611	1880	32151	1908	1702	0	0	0
CMU	หายยา (ช)	เชียงใหม่	38.73	11.483915	50299.55	0	0	0	0	0	0	25	1	https://maps.google.com/?q=18.7743,98.9795	578	9836	656	586	0	0	0
CMV	เชียงใหม่ 5 (ฟ้าฮ่าม) (ช)	เชียงใหม่	32.34	9.941036	43509.984	5.7200003	3.6578488	90	53.507504	0	0	25	3	https://maps.google.com/?q=18.8036,99.0131	255	6530	299	267	0	0	0
CMW	เชียงใหม่ 6 (ช้างคลาน) (ช)	เชียงใหม่	0	0	0	0	0	0	0	0	0	50	3	https://maps.google.com/?q=18.7787,98.9986	382	9082	352	314	0	0	0
DKA	ดอยสะเก็ด	เชียงใหม่	60.429996	18.014582	78903.42	5.3	5.3	3	1.325	0	0	50	2	https://maps.google.com/?q=18.8507,99.0896	1253	37746	649	576	0	0	0
FAA	ฝาง	เชียงใหม่	65.32	19.890812	86883.99	18.77	15.246251	16516	7497.9424	24	12	50	1	https://maps.google.com/?q=19.8539,99.1981	679	21199	232	207	0	0	0
HOA	ฮอด	เชียงใหม่	12.969999	2.3386123	10235.006	6.27	3.2540002	54	18.247501	0	0	75	2	https://maps.google.com/?q=18.2230,98.6122	281	8201	125	112	0	4	0
MRM	แม่ริม	เชียงใหม่	102.16	42.168915	184699.84	0	0	0	0	0	0	100	2	https://maps.google.com/?q=18.9164,98.9640	2835	73378	1663	1482	0	0	0
SGA	สันป่าตอง	เชียงใหม่	71.979996	22.297674	97538.05	17.98	11.280639	367	292.67	0	0	100	2	https://maps.google.com/?q=18.6358,98.8980	1956	78324	847	752	0	0	0
SKP	สันกำแพง	เชียงใหม่	93.020004	36.74947	160956.27	8.47	4.5	7	2.7825	0	0	100	2	https://maps.google.com/?q=18.7358,99.0868	2166	78622	903	799	0	0	0
XSB	สันทราย 2	เชียงใหม่	0	0	0	0	0	0	0	0	0	50	1	https://maps.google.com/?q=18.8390,99.0437	1056	32564	405	357	0	0	0
DOP	ดอนพุด	สระบุรี	58.01	16.873117	64098.246	16.289999	10.274716	18447	19721.559	18	9	100	2	https://maps.google.com/?q=14.6566,100.5947	891	29249	417	371	0	3	0
KYE	โคกแย้	สระบุรี	43.869995	4.658085	20396.166	6.59	4.895423	732	895.8624	0	0	100	2	https://maps.google.com/?q=14.3865,100.9071	121	2230	115	103	1	0	0
MLK	มวกเหล็ก	สระบุรี	45.41	13.519558	59211.773	15.73	12.081078	94	94.0975	0	0	100	2	https://maps.google.com/?q=14.6313,101.1841	871	12606	510	456	3	0	0
NOH	หนองแค 1	สระบุรี	74.4	25.461107	111510.05	3.23	2.9669232	16	1.2425001	0	0	100	2	https://maps.google.com/?q=14.3505,100.8546	1207	26480	574	514	0	0	0
PJA	พระพุทธบาท 1	สระบุรี	63.819996	19.340508	84696.41	3.1299999	2.4398265	33	6.465	0	0	100	2	https://maps.google.com/?q=14.7603,100.7242	797	19150	400	358	0	1	0
PJB	พระพุทธบาท 2	สระบุรี	82.00001	21.945856	94917.52	6.1800003	3.2968287	3912	1033.6101	0	0	100	2	https://maps.google.com/?q=14.7100,100.8335	683	15401	506	453	0	0	0
PKE	พุแค	สระบุรี	0	0	0	0	0	0	0	0	0	100	2	https://maps.google.com/?q=14.7682,100.9137	391	4453	367	329	0	0	0
SRA	สระบุรี 1	สระบุรี	83.829994	24.773287	108170.55	8.24	5.5757527	1337	237.49971	0	0	100	2	https://maps.google.com/?q=14.5134,100.9135	814	26871	452	402	0	0	0
SRB	สระบุรี 2	สระบุรี	53.750004	12.872128	55400.06	5.33	1.5333182	1665	209.17249	0	0	40	1	https://maps.google.com/?q=14.6139,101.0818	447	7970	299	267	3	0	0
SRD	สระบุรี 4	สระบุรี	48.229996	9.072354	39732.055	13.030001	7.999357	17	9.1075	0	0	100	2	https://maps.google.com/?q=14.4088,100.8646	409	7848	210	188	0	0	0
SRE	สระบุรี 5	สระบุรี	110.7	35.88455	157172.98	3.5500002	3.5500002	2	0.88750005	0	0	100	2	https://maps.google.com/?q=14.5164,100.8970	1994	46268	726	647	1	0	0
SRF	สระบุรี 6	สระบุรี	43.34	7.1962557	31436.969	11.18	6.8748465	885	210.85	0	0	100	2	https://maps.google.com/?q=14.5636,100.9751	563	10896	324	288	0	0	0
TDA	ตาลเดี่ยว	สระบุรี	79.490005	17.148409	69598.31	20.11	4.8474708	22961	8587.239	20	10	100	2	https://maps.google.com/?q=14.5663,101.0072	976	19530	661	589	0	0	0
TLA	ท่าลาน 1	สระบุรี	59.25	8.235659	35573.223	11.21	4.7144117	836	301.23254	0	0	50	1	https://maps.google.com/?q=14.5817,100.7683	374	12198	152	136	0	0	0
WAM	วังม่วง	สระบุรี	58.15	20.30756	80981.9	26.82	6.970854	14689	6246.4707	23	11.5	100	2	https://maps.google.com/?q=14.8072,101.1191	921	17446	446	398	1	0	0
WIA	วิหารแดง	สระบุรี	61.319996	17.828672	76405.38	14.91	2.9736042	2929	653.2187	0	0	50	1	https://maps.google.com/?q=14.3786,100.9574	909	23381	427	382	1	0	0
NAT	นครไทย	พิษณุโลก	27.029999	8.703639	38018.188	7.18	4.004741	199	58.4175	0	0	50	1	https://maps.google.com/?q=17.1104,100.8195	977	40286	294	261	0	0	0
PLA	พิษณุโลก 1	พิษณุโลก	76.979996	26.247673	114964.81	0	0	0	0	0	0	100	2	https://maps.google.com/?q=16.8365,100.2390	1130	31792	527	472	0	0	0
PLC	พิษณุโลก 3	พิษณุโลก	96.08	31.32918	137221.05	0.95	0.95	2	0.2375	0	0	100	2	https://maps.google.com/?q=16.7860,100.2175	1792	49509	779	697	0	0	0
PLE	พิษณุโลก 5	พิษณุโลก	76.72	19.346832	84715.44	6.49	4.766314	292	64.96252	0	0	100	2	https://maps.google.com/?q=16.8574,100.3125	837	24704	272	243	0	0	0
PLZ	พิษณุโลก 6 (ช)	พิษณุโลก	28.85	8.129279	35605.59	0.64	0.64	2	0.32	0	0	25	1	https://maps.google.com/?q=16.7752,100.1836	748	14075	265	236	0	0	0
QRA	พรหมพิราม	พิษณุโลก	27.87	6.2150116	22682.55	6.8500004	2.4001925	16240	8697.054	7	3.5	50	1	https://maps.google.com/?q=17.0973,100.1427	671	17122	219	195	0	0	0
WBT	วัดโบสถ์	พิษณุโลก	27.669998	8.583538	37594.645	3.26	3.0900002	3	2.3175	0	0	50	2	https://maps.google.com/?q=16.9560,100.3382	725	18423	216	192	0	0	0
WGT	วังทอง	พิษณุโลก	87.96	34.34036	150213.13	22.23	15.940212	255	301.6675	0	0	100	2	https://maps.google.com/?q=16.8297,100.4093	2226	61834	702	625	0	0	0
BPA	บ้านโป่ง 1	ราชบุรี	91.17999	35.889217	157188.81	13.16	10.065001	12	5.5175	0	0	100	3	https://maps.google.com/?q=13.7917,99.9578	1248	29598	604	537	0	0	0
BPB	บ้านโป่ง 2	ราชบุรี	90.799995	31.829834	119847.99	33.66	16.675861	24669	16583.238	33	16.5	80	2	https://maps.google.com/?q=13.8533,99.8709	1146	34887	508	452	3	0	1
CBN	จอมบึง	ราชบุรี	73.75	26.172207	113452.1	19.289999	7.141476	3749	1034.921	0	0	100	2	https://maps.google.com/?q=13.6153,99.6413	1485	25746	606	541	0	3	0
DNA	ดำเนินสะดวก	ราชบุรี	92.13	42.34435	185467.31	1.99	1.99	1	0.4975	0	0	100	2	https://maps.google.com/?q=13.7384,99.9931	2168	65135	616	549	0	0	0
NOM	หนองปลาหมอ	ราชบุรี	43.719997	19.962282	85547.26	7.58	3.050837	1810	683.25024	0	0	50	1	https://maps.google.com/?q=13.7948,99.7668	637	15502	321	286	0	1	0
PTH	ปากท่อ	ราชบุรี	92.62	38.42116	168282.8	2.35	2.085	2	1.0425	0	0	100	2	https://maps.google.com/?q=13.3618,99.8624	1822	44734	774	692	0	1	0
PTR	โพธาราม 1	ราชบุรี	88.549995	31.633272	138510.45	7.4599996	6.6598387	58	29.464998	0	0	100	2	https://maps.google.com/?q=13.6825,99.8789	1089	34627	600	535	2	0	0
PTS	โพธาราม 2	ราชบุรี	33.97	8.517803	37255.008	3.28	2.582902	111	36.2325	0	0	50	1	https://maps.google.com/?q=13.7199,99.8028	710	15836	228	204	0	0	0
RBA	ราชบุรี 1	ราชบุรี	84.020004	20.421782	89445.41	30.599998	20.70665	170	312.0425	0	0	75	2	https://maps.google.com/?q=13.5289,99.7993	533	15140	324	288	0	0	0
RBB	ราชบุรี 2	ราชบุรี	73.770004	26.485273	115596.65	4.52	2.7236454	1005	202.19499	0	0	100	2	https://maps.google.com/?q=13.5054,99.7949	1481	37212	585	521	2	1	5
RBC	ราชบุรี 3	ราชบุรี	48.91	18.22358	79819.266	0	0	0	0	0	0	100	2	https://maps.google.com/?q=13.5638,99.7883	1026	21721	451	402	0	0	0
RBU	ราชบุรี 3 (ช)	ราชบุรี	29.41	13.248538	58023.44	4.52	4.235965	22	15.5875	0	0	25	1	https://maps.google.com/?q=13.5329,99.7951	703	12606	387	345	0	0	0
XPA	สวนผึ้ง	ราชบุรี	0	0	0	0	0	0	0	0	0	50	1	https://maps.google.com/?q=13.5421,99.4028	1186	23313	387	346	0	0	0
BCA	บ้านไผ่	ขอนแก่น	73.020004	30.04472	129055.46	21.73	14.337063	3587	1548.1324	0	0	100	2	https://maps.google.com/?q=16.0793,102.7237	1981	75301	885	787	0	1	0
CHA	ชุมแพ	ขอนแก่น	64.72	18.500313	77290.47	15.640001	6.797733	6085	1910.0536	0	0	100	2	https://maps.google.com/?q=16.5615,102.0636	1712	73985	714	635	0	5	0
KKA	ขอนแก่น 1	ขอนแก่น	140.54001	46.412373	202335.9	23.67	13.570925	1135	238.46007	0	0	125	3	https://maps.google.com/?q=16.4136,102.8166	1759	41383	1715	1528	0	1	0
KKB	ขอนแก่น 2	ขอนแก่น	95.47	37.304607	162726.28	5.48	0.80890715	659	133.26746	0	0	100	2	https://maps.google.com/?q=16.4191,102.8714	1463	42397	1261	1122	0	0	0
KKC	ขอนแก่น 3	ขอนแก่น	104.439995	45.085102	188944.5	11.97	5.197747	16745	6099.0874	52	26	100	3	https://maps.google.com/?q=16.5070,102.8015	2752	75632	1700	1511	0	2	2
KRA	กระนวน	ขอนแก่น	73.26	24.689455	104261.13	21.65	8.054356	6092	1496.8225	0	0	100	2	https://maps.google.com/?q=16.6886,103.1173	1932	88187	732	650	1	3	0
NOA	หนองเรือ	ขอนแก่น	73.170006	24.554	83378.734	37.089996	12.717036	39328	29493.238	23	11.5	100	2	https://maps.google.com/?q=16.4874,102.4634	1876	91002	632	560	0	3	0
NQA	น้ำพอง	ขอนแก่น	68.18	15.557285	53743.51	29.08	14.26762	21789	22590.65	15	7.5	50	2	https://maps.google.com/?q=16.6750,102.7938	1290	46532	736	656	0	4	0
POA	พล	ขอนแก่น	34.11	8.82253	31771.096	17.71	9.5144005	15952	23941.428	9	4.5	100	2	https://maps.google.com/?q=15.8071,102.5766	1776	76990	599	531	0	2	0
BEA	บางเลน 1	นครปฐม	88.920006	28.507652	116573.09	46.510002	17.715914	22354	31989.563	32	16	100	2	https://maps.google.com/?q=14.0391,100.1682	722	11414	273	243	0	7	0
BEU	บางเลน 2 (ช)	นครปฐม	31.890001	11.432685	50046.023	4.26	2.852143	260	5.1375	0	0	25	1	https://maps.google.com/?q=13.8976,100.2812	375	3778	228	204	0	0	0
BEV	บางเลน 3 (ช)	นครปฐม	22.1	9.561126	38519.547	10.3	5.278055	5792	2537.8252	0	0	25	1	https://maps.google.com/?q=14.0101,100.2311	436	5022	202	180	0	0	0
DTM	ดอนตูม	นครปฐม	93.86	29.280613	125098.89	28.7	12.26188	9616	5928.8677	0	0	100	2	https://maps.google.com/?q=13.9784,100.0918	1150	26579	564	502	0	2	0
KSA	กำแพงแสน	นครปฐม	103.329994	34.44233	134042.13	27.5	9.12289	31112	11955.822	37	18.5	100	2	https://maps.google.com/?q=13.9878,99.9934	2041	39586	1028	920	0	4	0
NCA	นครชัยศรี 1	นครปฐม	68.86	21.928696	95973.69	0.51	0.2512801	664	41.712498	0	0	150	4	https://maps.google.com/?q=13.7498,100.1880	720	18031	393	350	0	0	0
NCB	นครชัยศรี 2	นครปฐม	78.049995	25.597658	110632.52	4.0600004	1.7695684	3157	589.04126	0	0	100	2	https://maps.google.com/?q=13.8650,100.2076	982	24760	535	477	0	0	0
NPT	นครปฐม 1	นครปฐม	106.66	39.16899	171535.03	7.0699997	3.1024601	32	5.0075	0	0	100	2	https://maps.google.com/?q=13.8006,100.0950	904	25612	568	506	0	0	0
NPU	นครปฐม 2	นครปฐม	104.21	38.433563	156327.47	24.09	15.962871	15817	17624.648	43	21.5	100	2	https://maps.google.com/?q=13.8740,99.9982	1227	34171	834	743	0	1	0
NPV	นครปฐม 3	นครปฐม	94.48	34.938866	153031.48	7.92	5.88	3	2.6	0	0	100	2	https://maps.google.com/?q=13.8116,100.0788	929	23838	600	535	0	0	0
OYI	อ้อมใหญ่ 1	นครปฐม	93.97	19.005178	83001.734	15.95	12.533299	2638	114.445015	0	0	100	2	https://maps.google.com/?q=13.7297,100.2501	592	12770	547	489	0	0	0
OYK	อ้อมใหญ่ 2	นครปฐม	92.79	39.850533	174517.53	12.349999	10.055366	45	54.167496	0	0	100	2	https://maps.google.com/?q=13.7239,100.2981	798	12334	633	565	0	0	0
OYL	อ้อมใหญ่ 3	นครปฐม	82.350006	33.7308	147739.3	7.1800003	5.5	3	2.035	0	0	100	2	https://maps.google.com/?q=13.7002,100.2645	640	13247	661	590	0	0	0
PMB	พุทธมณฑล 2	นครปฐม	94.48999	30.643278	134200.9	21.58	12.894107	32	15.192499	0	0	100	2	https://maps.google.com/?q=13.8029,100.3024	980	20965	499	445	0	0	0
SAB	สามพราน 2	นครปฐม	75.2	22.576115	96142.18	20.48	15.831707	16127	24178.21	27	13.5	100	2	https://maps.google.com/?q=13.7316,100.2289	756	20600	581	518	0	0	0
SAC	สามพราน 3	นครปฐม	67.270004	14.729507	64325.14	17.94	8.20056	485	136.1975	0	0	50	1	https://maps.google.com/?q=13.7816,100.2372	391	7779	262	233	0	0	0
SAD	สามพราน 4	นครปฐม	67.89	20.95514	91751.67	9.94	3.643303	149	17.842499	0	0	50	1	https://maps.google.com/?q=13.7223,100.2528	309	6966	240	214	0	0	0
SLY	ศาลายา	นครปฐม	78.96	22.58917	98938.94	3.2	3.2	3	0.8	0	0	100	2	https://maps.google.com/?q=13.8086,100.3224	1116	20831	565	504	0	0	0
CHN	จะนะ	สงขลา	66.22	17.773987	53491.004	15.75	8.882145	32937	32097.068	15	7.5	100	2	https://maps.google.com/?q=6.9249,100.7657	1053	32177	354	316	1	0	0
DDA	ด่านนอก	สงขลา	38.42	8.150962	35609.957	20.880001	12.256783	1361	1263.5125	0	0	50	1	https://maps.google.com/?q=6.5569,100.4139	596	13799	361	323	0	0	0
HYA	หาดใหญ่ 1	สงขลา	93.06	28.273561	121995.28	5.8199997	2.4224179	3890	775.9027	0	0	100	2	https://maps.google.com/?q=6.9983,100.4343	1096	43064	660	589	0	0	0
HYB	หาดใหญ่ 2	สงขลา	95.01999	25.352713	110261.82	3.23	1.3721092	1354	57.112507	0	0	100	2	https://maps.google.com/?q=6.9708,100.4910	1099	38567	588	524	1	0	0
HYC	หาดใหญ่ 3	สงขลา	93.229996	41.059635	162765.1	12.660001	9.019113	15621	17501.959	45	22.5	100	2	https://maps.google.com/?q=7.0323,100.4522	1630	70543	768	684	0	0	0
HYD	หาดใหญ่ 4	สงขลา	102.670006	37.43025	159842.39	8.929999	1.9523236	5420	375.11002	0	0	100	2	https://maps.google.com/?q=7.0171,100.4963	1099	34405	855	763	0	0	0
NJA	นาทวี	สงขลา	9.67	4.152652	18188.613	0	0	0	0	0	0	50	1	https://maps.google.com/?q=6.7013,100.6981	501	17523	159	142	0	0	0
PAL	พังลา	สงขลา	48.149998	12.217363	53504.78	12.88	10.449472	39	37.934998	0	0	100	2	https://maps.google.com/?q=6.8203,100.4602	389	10344	209	187	0	0	0
ROA	ระโนด	สงขลา	68.21001	19.113686	83011.92	1.83	0.5450428	1051	143.21	0	0	100	2	https://maps.google.com/?q=7.8162,100.3566	1303	32871	799	714	0	2	0
RTP	รัตภูมิ	สงขลา	105.13	27.920473	122287.81	9.08	5.18	9	3.19	0	0	100	2	https://maps.google.com/?q=7.1302,100.3096	1270	33960	483	432	0	1	0
SBY	สะบ้าย้อย	สงขลา	67.5	19.511772	66128.39	18.720001	14.879476	32969	54932.07	19	9.5	100	2	https://maps.google.com/?q=6.6321,100.9476	2057	73007	379	339	1	0	0
SHN	สิงหนคร	สงขลา	43.95	15.302788	66635.15	15.029999	12.348437	629	411.71252	0	0	50	1	https://maps.google.com/?q=7.3038,100.4973	496	21151	203	180	0	0	0
SLA	สงขลา 1	สงขลา	76.409996	13.372351	58570.895	0	0	0	0	0	0	150	3	https://maps.google.com/?q=7.1151,100.5709	645	22132	265	236	0	0	0
SLB	สงขลา 2	สงขลา	108.63	30.373398	133008.36	15.02	13.32826	50	50.882507	0	0	100	2	https://maps.google.com/?q=7.0864,100.6223	1130	43107	527	470	0	0	0
SLC	สงขลา 3 (ช)	สงขลา	30.250002	8.628546	37784.78	2.12	1.5192592	28	7.915	0	0	25	1	https://maps.google.com/?q=7.1572,100.6195	338	12211	255	227	0	0	0
SQA	สะเดา 1	สงขลา	58.749996	11.279468	49398.754	21.169998	12.771419	4200	179.86752	0	0	50	2	https://maps.google.com/?q=6.6335,100.4025	509	16484	174	156	0	0	0
SQB	สะเดา 2 (ช)	สงขลา	31.31	8.5241	37043.355	9.16	1.5101712	639	63.142513	0	0	25	1	https://maps.google.com/?q=6.6491,100.4312	238	6095	116	104	0	0	0
TUA	ทุ่งลุง	สงขลา	67.64	18.809454	81904.78	14.92	12.9310465	748	95.984985	0	0	100	2	https://maps.google.com/?q=6.8666,100.4700	782	23719	281	251	0	0	0
BOA	บ้านดอน 1	สุราษฎร์ธานี	118.16	42.80116	187463.53	3.4899998	2.7975	6	1.38	0	0	100	2	https://maps.google.com/?q=9.0867,99.3441	2720	75384	1027	916	0	0	0
BOB	บ้านดอน 2	สุราษฎร์ธานี	67.08	23.564445	103187.734	0.78999996	0.72999996	20	1.8249999	0	0	100	2	https://maps.google.com/?q=9.1716,99.3734	679	21446	419	373	0	0	0
CAY	ไชยา	สุราษฎร์ธานี	74.380005	24.216902	95535.234	32.67	12.057624	35681	32285.734	27	13.5	100	2	https://maps.google.com/?q=9.3924,99.1681	2699	60082	690	617	0	0	0
KCD	กาญจนดิษฐ์	สุราษฎร์ธานี	101.39	39.858635	174433.75	4.24	1.8910558	202	23.8225	0	0	100	2	https://maps.google.com/?q=9.1581,99.5199	2289	51431	1114	994	0	0	0
PPA	พุนพิน 1	สุราษฎร์ธานี	113.59	34.059517	149072.7	6.55	1.2538203	150	31.822495	0	0	100	2	https://maps.google.com/?q=9.0867,99.2571	1670	37994	697	625	0	0	0
PPB	พุนพิน 2	สุราษฎร์ธานี	113.08	30.234243	105921.805	45.57	29.39838	32914	44035.703	30	15	100	2	https://maps.google.com/?q=8.9891,99.2046	1720	41096	701	628	0	1	0
WSA	เวียงสระ	สุราษฎร์ธานี	102.28999	33.588043	137997.4	35.030003	13.804306	17316	8936.374	38	19	100	2	https://maps.google.com/?q=8.5803,99.3502	3316	94565	842	751	0	2	0
LAA	ลาดยาว	นครสวรรค์	62.18	19.024918	74148.53	20.09	9.685598	17339	9874.013	21	10.5	100	2	https://maps.google.com/?q=15.7663,99.8683	2981	76625	485	436	1	3	0
NOB	หนองบัว	นครสวรรค์	41.079998	14.580482	63740.42	5.7299995	4.073477	153	53.077507	0	0	25	1	https://maps.google.com/?q=16.0138,100.6299	1313	39659	435	389	0	1	0
NSA	นครสวรรค์ 1	นครสวรรค์	122.3	38.33766	167887.06	5.92	4.1956663	46	9.0975	0	0	100	2	https://maps.google.com/?q=15.7041,100.1028	1513	43949	963	856	0	1	0
NSB	นครสวรรค์ 2	นครสวรรค์	100.38	39.227715	171733.17	11.96	6.173649	73	56.7075	0	0	100	2	https://maps.google.com/?q=15.7156,100.1745	2317	66663	1176	1048	0	1	0
QHA	พยุหะคีรี	นครสวรรค์	44.839996	6.4124746	28077.313	3.37	1.631237	97	39.5575	0	0	100	3	https://maps.google.com/?q=15.4498,100.1455	764	19255	356	319	0	0	0
TCA	ท่าตะโก	นครสวรรค์	52.989998	16.456264	70503.84	4.55	2.0041986	1924	610.21747	0	0	50	2	https://maps.google.com/?q=15.5996,100.4235	1322	37312	455	405	0	0	3
TKB	ตาคลี 2	นครสวรรค์	66.71	24.230537	104171.01	6.73	2.6782856	1977	855.7126	0	0	100	2	https://maps.google.com/?q=15.2498,100.2865	1573	41711	651	579	0	3	0
BUY	บัวใหญ่	นครราชสีมา	79.18	23.576256	89861.62	35.09	17.41534	30060	25785.068	25	12.5	50	1	https://maps.google.com/?q=15.5510,102.5177	2288	88370	516	457	1	6	0
CCI	โชคชัย 1	นครราชสีมา	90.4	35.138252	134219.13	25.439999	9.695517	23253	17421.9	37	18.5	100	2	https://maps.google.com/?q=14.7402,102.0908	1133	29871	705	629	0	3	0
CUM	ชุมพวง	นครราชสีมา	53.02	19.392334	75592.03	22.07	16.182869	14235	14497.816	21	10.5	50	1	https://maps.google.com/?q=15.3587,102.7850	1528	69785	441	391	0	1	0
DTA	ด่านขุนทด 1	นครราชสีมา	74.37	23.369865	94172.23	38.38	11.452961	18133	10227.209	26	13	50	1	https://maps.google.com/?q=15.1408,101.7306	1233	43352	447	398	0	6	0
HTA	หัวทะเล	นครราชสีมา	52.239998	7.63569	30747.926	22.62	3.8315709	16872	8202.819	9	4.5	100	2	https://maps.google.com/?q=14.9223,102.1719	386	9474	355	317	0	2	0
HTL	ห้วยแถลง	นครราชสีมา	60.399994	17.903576	71738.82	29.420002	10.719185	14199	8641.794	20	10	50	2	https://maps.google.com/?q=15.0041,102.5858	1574	68858	274	242	1	4	0
KGA	คง	นครราชสีมา	69.24	22.960419	90914.62	28.289999	16.574883	19630	16017.048	25	12.5	100	2	https://maps.google.com/?q=15.2973,102.4172	1594	60647	380	337	0	3	1
KON	ครบุรี	นครราชสีมา	66.009995	13.259125	54853.5	18.9	11.537862	10992	11979.4	16	8	100	2	https://maps.google.com/?q=14.4971,102.3034	1134	46523	340	303	1	3	0
KOT	โคกกรวด 1 (นวนคร)	นครราชสีมา	79.31	23.233358	101759.52	0.89	0.86	6	0.35000002	0	0	100	2	https://maps.google.com/?q=14.8845,101.9010	306	5974	337	301	0	0	0
KOU	โคกกรวด 2 (ช)	นครราชสีมา	40.89	14.328538	34048.266	7.3900003	1.5789661	41840	3153.1265	0	0	25	1	https://maps.google.com/?q=14.9235,101.9554	472	18974	224	199	0	7	0
NRA	นครราชสีมา 1	นครราชสีมา	92.07	23.849072	104456.03	6.84	4.5693336	20	4.5350003	0	0	100	2	https://maps.google.com/?q=14.9948,102.1034	864	25480	637	567	0	0	0
NRB	นครราชสีมา 2	นครราชสีมา	54.659996	10.137201	44398.6	0.48	0.2875	4	0.2875	0	0	100	2	https://maps.google.com/?q=14.9505,102.0177	802	25287	264	233	0	1	0
NRC	นครราชสีมา 3	นครราชสีมา	81.31	25.464195	110926.43	22.859999	16.254557	706	128.36125	0	0	100	2	https://maps.google.com/?q=15.0948,102.1073	1324	47982	352	311	0	3	0
NRD	นครราชสีมา 4	นครราชสีมา	101.72	32.89053	140311.5	8.57	2.652234	8699	2462.9124	0	0	100	2	https://maps.google.com/?q=14.9548,102.1228	1189	52846	452	399	0	3	0
NRE	นครราชสีมา 5	นครราชสีมา	58.92	20.00184	86664.305	21.88	10.327118	2148	601.8899	0	0	50	1	https://maps.google.com/?q=14.9528,102.0547	834	32000	541	481	0	0	0
NRF	นครราชสีมา 6	นครราชสีมา	61.22	16.012074	70132.266	2.01	2.01	1	0.5025	0	0	100	2	https://maps.google.com/?q=14.9741,102.0831	573	14382	560	500	0	0	0
PCA	ปากช่อง 1	นครราชสีมา	105.96	31.955093	139408.03	3.04	1.2329967	815	89.172516	0	0	100	2	https://maps.google.com/?q=14.7004,101.4465	2032	48637	754	673	0	0	0
PCB	ปากช่อง 2	นครราชสีมา	68.05	24.507933	107287.99	13.169999	11.192779	92	71.817505	0	0	50	1	https://maps.google.com/?q=14.6529,101.3092	1185	19085	667	595	0	0	0
PCC	ปากช่อง 3	นครราชสีมา	78.68001	23.778666	104122.055	12.75	11.379253	42	39.572502	0	0	100	2	https://maps.google.com/?q=14.5770,101.4011	1955	19660	1077	963	0	1	0
PWA	ปักธงชัย	นครราชสีมา	0	0	0	0	0	0	0	0	0	50	1	https://maps.google.com/?q=14.3639,101.8384	1329	24430	372	332	0	0	0
SFA	สีคิ้ว 1	นครราชสีมา	78.81999	25.067522	88717.32	19.55	10.972249	20225	16193.351	25	12.5	100	2	https://maps.google.com/?q=14.8702,101.7724	748	26482	586	523	0	2	0
SFB	สีคิ้ว 2	นครราชสีมา	50.3	11.109257	48619.08	18.1	13.928681	111	79.649994	0	0	50	1	https://maps.google.com/?q=14.8409,101.5991	976	24090	574	512	0	0	2
XEA	เสิงสาง	นครราชสีมา	31.26	6.3160615	26992.152	14.209999	5.620506	1548	465.92245	0	0	50	1	https://maps.google.com/?q=14.4322,102.4847	456	19715	125	112	0	0	0
XNA	สูงเนิน	นครราชสีมา	47	16.239336	70817.34	22.7	12.386633	645	339.92496	0	0	50	1	https://maps.google.com/?q=14.9038,101.9164	752	22248	478	426	0	0	1
CDA	ชัยบาดาล 1	ลพบุรี	0	0	0	0	0	0	0	0	0	100	2	https://maps.google.com/?q=15.2064,101.1045	1448	31157	604	538	0	0	2
CDB	ชัยบาดาล 2	ลพบุรี	77.72	24.350943	103521.04	30.21	12.656522	13756	9437.788	29	14.5	100	2	https://maps.google.com/?q=15.0775,100.9737	1525	37824	465	414	0	0	0
KSR	โคกสำโรง	ลพบุรี	66.16	18.778786	74342.55	32.489998	8.857204	14897	4954.207	0	0	50	1	https://maps.google.com/?q=15.0686,100.6935	1208	40224	367	326	1	0	0
